contigName	contigLen	totalAvgDepth	MA_sorted.bam	MA_sorted.bam-var	MB_sorted.bam	MB_sorted.bam-var	MC_sorted.bam	MC_sorted.bam-var	MD_sorted.bam	MD_sorted.bam-var
bin00.contig0255	317	5789.91	1371.11	31597.3	1828.96	58423.4	816.347	9461.26	1773.5	53373.2
bin00.contig0256	316	591.313	128.873	254.717	194.259	893.514	97.241	253.044	170.94	731.706
bin00.contig0257	316	40.6386	11.7108	2.71588	16.4277	2.19777	2.95181	0.627967	9.54819	2.18857
bin00.contig0258	314	24.7744	6.80488	1.55678	9.61585	1.66134	2.45732	0.384671	5.89634	0.841949
bin00.contig0259	312	163.488	43.7531	48.125	45.9444	24.6615	27.4321	17.5886	46.358	33.9083
bin00.contig0260	307	2013.8	547	4496.1	201.72	717.998	953.548	17237.6	311.529	1221.15
bin00.contig0261	302	131.605	23.2961	5.38859	62.3618	18.7622	3.55921	0.380577	42.3882	12.7424
bin00.contig0262	302	19.4013	2.52632	0.582085	10.5066	13.4701	1.98026	0.13868	4.38816	1.23244
bin00.contig0263	301	1593.62	435.338	1680.73	25.6093	5.62631	952.086	7225.21	180.589	195.817
bin00.contig0264	300	5905.14	1402.18	7187.42	1757.66	13596.8	929.613	4038.36	1815.69	15333.7
bin00.contig0265	300	6111.02	1454.27	78552	1964.03	115973	921.273	52704.8	1771.45	123894
bin00.contig0266	300	488.127	100.207	30.9301	180.487	198.668	84.2267	9.81405	123.207	94.4871
bin00.contig0267	299	49.6577	13.8591	11.3651	14.6443	9.1091	8.10738	2.83974	13.047	3.04507
bin00.contig0268	299	57.1342	14.1611	481.541	3.78523	1.27789	30.8121	2432.91	8.37584	119.777
bin00.contig0269	298	52.7432	10.1149	1.02753	23.8581	20.7212	4.10811	0.192315	14.6622	6.83747
bin00.contig0270	298	11.0541	0	0	11.0541	2.06509	0	0	0	0
bin00.contig0271	298	6.62838	0	0	6.62838	0.575244	0	0	0	0
bin00.contig0272	297	6452.31	1480.41	20637.5	2078.84	37334.7	859.878	6675.66	2033.18	37744.4
bin00.contig0273	296	1133.86	272.767	1121.57	336.856	4142.34	165.356	798.369	358.884	2589.23
bin00.contig0274	293	5.83217	0	0	4.6993	2.11317	0.573427	0.246331	0.559441	0.248202
bin00.contig0275	288	16.8188	0	0	16.8261	9.00603	0	0	0	0
bin00.contig0276	286	39.2279	2.75	0.677778	12.7426	2.11846	6.36765	2.63421	17.3676	13.9379
bin00.contig0277	282	307.659	61.0076	177.076	112.212	220.84	40.8788	41.9852	93.5606	155.546
bin00.contig0278	280	165.615	38.5308	32.282	65.7846	78.7749	20.4308	20.3091	40.8692	18.5797
bin00.contig0279	279	6007.74	1471.85	10048.9	1937.7	14266.1	836.845	6131.46	1761.35	10411.3
bin00.contig0280	279	44.3721	9.78295	1.96814	18.5659	8.46633	9.39535	6.31904	6.62791	1.62609
bin00.contig0281	278	54.8594	15.9062	19.8179	19.1797	62.369	7.82031	4.90447	11.9531	33.1474
bin00.contig0282	278	8.39844	0	0	8.3125	1.2874	0.0859375	0.0791708	0	0
bin00.contig0283	277	784.315	190.764	131.706	255.551	533.678	116.606	84.0343	221.394	134.939
bin00.contig0284	275	531.432	112.128	398.322	199.12	973.993	78.992	374.218	141.192	1007.5
bin00.contig0285	270	5604.16	1378.72	20653.1	1784.87	29961.3	733.192	5431.01	1707.38	23719.5
bin00.contig0286	267	5244.13	1236.84	8727.31	1626.68	11663	703.641	2114.87	1676.97	9546.56
bin00.contig0287	267	4063.4	979.641	13159.7	1282.03	20417.4	532.803	6197.95	1268.92	17121.2
bin00.contig0288	267	682.137	145.94	3147.23	199.957	129.834	182.188	14716.6	154.051	368.221
bin00.contig0289	267	11.6923	0	0	11.4444	2.18008	0	0	0.247863	0.188034
bin00.contig0290	266	469.767	115.767	1818.91	7.62069	8.88097	291.81	14459.9	54.569	482.404
bin00.contig0291	265	33.5043	4.83478	1.34966	15.0087	2.18413	3.62609	0.236155	10.0348	0.858429
bin00.contig0292	264	5052.11	1178.38	11235.4	1591.41	27499.7	714.044	6927.92	1568.27	29989.7
bin00.contig0293	263	17.0177	1.56637	0.247788	8.16814	3.83754	2.87611	0.466656	4.40708	0.761378
bin00.contig0294	262	4533.72	1108.45	3159.87	1355.31	6488.89	661.768	1440.02	1408.2	7390.09
bin00.contig0295	262	590.304	86.1875	76.3519	251.393	440.042	67.9821	36.1438	184.741	103.257
bin00.contig0296	262	5559.48	1340.09	27926.5	1508.67	32243.6	1159.38	23677.4	1551.34	37285.3
bin00.contig0297	261	1289.24	311.865	6234.97	385.099	11973	200.829	3766.85	391.45	11008.1
bin00.contig0298	260	7843.46	1923.39	119396	1904.02	64756.6	1894.42	274170	2121.64	94239.3
bin00.contig0299	259	4783.03	1155.44	14328.9	1550.02	25242.8	663.284	4293.61	1414.29	19991.1
bin00.contig0300	259	151.339	30.945	134.867	51.2569	151.526	26.6055	27.9263	42.5321	73.6216
bin00.contig0301	258	2873.26	620	1216	971.472	3550.55	364.111	223.277	917.676	2887.7
bin00.contig0302	258	2170.97	593.343	1218.86	548.768	806.796	381.843	413.068	647.018	1720.71
bin00.contig0303	258	26.4444	4.28704	1.57105	12.6019	1.4942	3.33333	1.1215	6.22222	0.978193
bin00.contig0304	257	29.5981	7.93458	0.514548	16.3178	4.7094	1.78505	0.170341	3.56075	0.248634
bin00.contig0305	257	5.47664	0	0	5.47664	0.289543	0	0	0	0
bin00.contig0306	257	16.9439	2.1215	2.37189	6.40187	1.95962	4.49533	1.45988	3.93458	3.08058
bin00.contig0307	255	11.2952	0	0	10.2952	2.65238	0	0	1	0
bin00.contig0308	254	13.0673	1.49038	0.252334	7.47115	1.51372	1.49038	0.252334	2.61538	0.238984
bin00.contig0309	249	23.3232	0.575758	0.246753	13.8889	4.26304	5.17172	0.470212	3.68687	0.38054
bin00.contig0310	249	23.4848	7.44444	1.43311	8.39394	0.302412	2.72727	0.486085	4.91919	1.4832
bin00.contig0311	247	12368.5	2874.31	86013.2	4050.22	174427	1715.36	31194	3728.66	132977
bin00.contig0312	247	10034.7	2440.19	138276	2578.64	170736	2345.15	123193	2670.73	189790
bin00.contig0313	247	17.3093	3.4433	1.22852	7.39175	2.15743	1.25773	0.193299	5.2165	0.713058
bin00.contig0314	246	7599.25	1920.11	48238.4	1890.66	42237.7	1908.94	69683.7	1879.54	42965.9
bin00.contig0315	246	20.0625	2.8125	1.10132	8.6875	3.39605	6.75	0.189474	1.8125	0.638158
bin00.contig0316	245	15.9579	2.50526	0.401568	11.0842	0.652408	0	0	2.36842	0.235162
bin00.contig0317	242	578.272	137.424	103.983	211.489	263.22	80.087	31.0033	149.272	96.2001
bin00.contig0318	242	8.06522	0	0	7.33696	4.37972	0	0	0.728261	0.200072
bin00.contig0319	241	5082.13	1212.24	8086.36	1684.47	12991.6	683.319	1586.26	1502.11	10081.9
bin00.contig0320	241	1094.57	284.923	669.339	11.0769	3.9829	650.077	5213.03	148.505	186.208
bin00.contig0321	241	481.308	135.132	1491.74	12.978	4.04396	276.736	7503.53	56.4615	291.94
bin00.contig0322	241	3.04396	0	0	3.04396	0.575824	0	0	0	0
bin00.contig0323	241	33.9121	6.12088	2.99634	18.0549	3.14139	4.37363	0.703296	5.36264	1.87814
bin00.contig0324	241	14.2527	0.857143	0.12381	5.56044	0.249084	4.16483	2.71697	3.67033	1.04566
bin00.contig0325	240	5864.18	1446.96	16539.4	1512.29	16334.7	1393.12	13454.3	1511.81	17279.8
bin00.contig0326	240	284.267	48.9889	24.91	98.5667	105.439	40.4444	8.8789	96.2667	81.5685
bin00.contig0327	240	19.1667	5.86667	1.19551	7.36667	1.13371	1.12222	0.108489	4.81111	3.301
bin00.contig0328	239	2747.67	654.056	5193.71	918.865	11211.7	359.292	1911.91	815.472	12984.1
bin00.contig0329	239	3.49438	0	0	2.61798	0.238764	0	0	0.876405	0.518641
bin00.contig0330	239	6.67416	0	0	6.67416	1.22216	0	0	0	0
bin00.contig0331	239	11.9326	1.20225	0.163177	9.14607	0.194331	0	0	1.59551	0.243616
bin00.contig0332	238	226.17	44.3409	11.4227	76.8977	81.771	32.5682	2.89185	72.3636	51.5214
bin00.contig0333	238	5.25	0	0	5.25	0.396552	0	0	0	0
bin00.contig0334	238	5.57955	0	0	5.57955	0.246473	0	0	0	0
bin00.contig0335	238	3.02273	0	0	3.02273	0.413271	0	0	0	0
bin00.contig0336	238	30.4205	2.04545	0.250783	17.1477	19.3687	9.43182	18.2482	1.79545	0.785267
bin00.contig0337	237	4821.07	1100.92	5887.05	1567.97	12477.3	687.908	2973.06	1464.28	10809.6
bin00.contig0338	237	5012.48	1165.95	6327.21	1573.89	12640.2	653.08	1704.66	1619.56	11522.6
bin00.contig0339	237	1352.16	335.046	3568.7	219.805	175.345	551.759	11518.1	245.552	756.227
bin00.contig0340	237	33.0345	3.18391	1.29137	16.4713	1.43812	7.34483	0.507618	6.03448	0.405774
bin00.contig0341	235	25.4824	3.44706	0.25014	13.1059	0.738656	0.811765	0.154622	8.11765	1.53361
bin00.contig0342	235	8.01176	1	0	4.02353	1.99944	2	0	0.988235	0.0117647
bin00.contig0343	234	10.881	0	0	8.96429	0.830034	1	0	0.916667	0.0773094
bin00.contig0344	234	113.667	21.5714	3.2358	48.4643	27.1433	5.79762	2.04288	37.8333	4.5261
bin00.contig0345	234	8.20238	0	0	7.67857	1.52195	0.52381	0.252438	0	0
bin00.contig0346	232	4934.78	1164.16	6723.54	1560.72	11932.2	692.951	2699.16	1516.95	10404.1
bin00.contig0347	232	1998.11	546.244	1192.53	181.427	169.211	1006.27	2788.45	264.171	409.995
bin00.contig0348	231	22.8642	3.92593	0.0694444	12.679	0.370679	0.925926	0.0694444	5.33333	3.6
bin00.contig0349	231	120.333	20.2346	1.80679	47.9383	2.40864	9.35802	3.85772	42.8025	1.56049
bin00.contig0350	231	5.50617	0	0	5.50617	0.478086	0	0	0	0
bin00.contig0351	231	6.12346	0	0	6.12346	0.659567	0	0	0	0
bin00.contig0352	230	10.7875	3.125	0.743671	4.9625	0.998576	0	0	2.7	0.440506
bin00.contig0353	230	26.2375	2.85	0.762026	13.95	0.605063	4.0375	0.593513	5.4	1.71139
bin00.contig0354	229	8.62025	0	0	8.62025	0.341123	0	0	0	0
bin00.contig0355	228	3591.68	882.077	2858.05	1168.01	4538.9	481.987	1081.08	1059.6	4435.52
bin00.contig0356	228	7344.77	1820.03	12121	2044.29	12769.2	1433.19	10527	2047.26	18274.8
bin00.contig0357	228	371.436	86.9231	216.513	98.0385	48.3491	96.3077	1550.68	90.1667	44.5823
bin00.contig0358	228	439.333	118.256	212.193	20.4487	1.47136	249.115	1338.41	51.5128	19.8635
bin00.contig0359	228	9.10256	0	0	8.10256	0.534799	0	0	1	0
bin00.contig0360	227	9.12987	1.38961	2.08305	6.67532	9.19582	0	0	1.06494	0.0615175
bin00.contig0361	226	22.0658	3.69737	2.45386	5.02632	0.292631	0	0	13.3421	0.814737
bin00.contig0362	226	47.5526	9.77632	0.175965	10.4737	1.10596	17.8947	5.34877	9.4079	0.37807
bin00.contig0363	226	3.86842	0	0	3.86842	0.115789	0	0	0	0
bin00.contig0364	225	5967.97	1382.11	11213.2	1999.13	21522.3	863.053	4058.59	1723.68	15949.3
bin00.contig0365	225	6780.55	1523.16	8140.92	2025.31	12344.1	1218.01	16471	2014.07	14970.1
bin00.contig0366	225	39.72	9.10667	0.366846	13.3867	1.75387	5.18667	0.316036	12.04	2.66054
bin00.contig0367	223	16.411	0.315068	0.218797	11.4932	3.5312	2.71233	0.263318	1.89041	0.876712
bin00.contig0368	222	96.1528	23.6389	31.2199	10.1389	1.38889	46.5278	43.971	15.8472	5.53971
bin00.contig0369	222	13.8889	2.73611	0.196987	6.18056	0.910603	0	0	4.97222	1.32316
bin00.contig0370	222	352.486	105.264	615.239	26.6806	3.12187	169.458	2334.31	51.0833	139.796
bin00.contig0371	222	30.7083	7.15278	0.328443	15.5556	5.82786	3.81944	0.206377	4.18056	0.572574
bin00.contig0372	221	5.47887	1.50704	0.253521	2.97183	0.0277666	0	0	1	0
bin00.contig0373	221	2.61972	0	0	1.88732	0.101408	0	0	0.732394	0.198793
bin00.contig0374	220	51.9	5	0	31.5857	3.95631	6.25714	1.99089	9.05714	0.750311
bin00.contig0375	220	46.7	9.2	1.06087	7.78571	0.721533	10.6	0.707246	19.1143	4.97226
bin00.contig0376	220	37.6429	4.22857	0.526708	18.5143	2.02153	7	0	7.9	1.56957
bin00.contig0377	218	24983.6	6090.13	543804	5740.16	292168	6952.31	1.15971e+06	6201	403397
bin00.contig0378	218	12.6912	0.367647	0.235953	9.35294	1.18701	2.97059	0.0289728	0	0
bin00.contig0379	217	7734.04	1830.52	46359.2	2634.43	62247.3	994.821	17229.8	2274.27	60891.1
bin00.contig0380	217	5.98507	0	0	4.8806	0.106739	0.38806	0.241067	0.716418	0.872909
bin00.contig0381	216	766.424	202.288	4635.47	14.4242	0.709557	464.364	19561.5	85.3485	725.154
bin00.contig0382	216	5.31818	0	0	5.31818	0.22028	0	0	0	0
bin00.contig0383	216	42.9091	6.86364	1.25804	20.0606	1.90396	6.66667	0.441025	9.31818	1.60489
bin00.contig0384	216	9.72727	2.83333	0.141026	4.89394	0.0962704	1	0	1	0
bin00.contig0385	216	6.63636	1.07576	1.14802	4.66667	0.441025	0	0	0.893939	0.0962706
bin00.contig0386	215	14.3231	3.52308	0.253365	6	0	0	0	4.8	0.1625
bin00.contig0387	215	175.815	56	13.6875	12.2615	1.4149	82.7231	0.234615	24.8308	1.98654
bin00.contig0388	215	24.2154	3.70769	0.960098	6.89231	0.0975962	12.7077	14.3664	0.907692	0.0850961
bin00.contig0389	214	8.375	3	1.68254	2.25	0.444444	0.921875	0.485863	2.20312	1.30729
bin00.contig0390	213	7.79365	0	0	7.79365	0.166411	0	0	0	0
bin00.contig0391	213	20.6508	5.57143	0.668203	6.4127	2.14951	5.15873	0.135689	3.50794	0.253968
bin00.contig0392	213	53.1587	10.8254	0.823861	18.619	1.01383	9.5873	1.085	14.127	6.01587
bin00.contig0393	211	1	0	0	1	0	0	0	0	0
bin00.contig0394	210	12.7167	0	0	10.5	0.38983	0.666667	0.225989	1.55	0.251695
bin00.contig0395	210	7	0	0	7	0	0	0	0	0
bin00.contig0396	209	882.814	234.339	157.642	254.78	145.554	132.288	32.3811	261.407	90.2454
bin00.contig0397	209	6931.85	1635.61	9380.31	2239.56	20118.6	913.085	3857.91	2143.59	14608
bin00.contig0398	209	23.6441	2.27119	0.201052	14.0508	0.773232	0.694915	0.215663	6.62712	0.237873
bin00.contig0399	208	22.6724	2.48276	0.254084	11	0	4.96552	0.946159	4.22414	0.703267
bin00.contig0400	207	15.9649	4.98246	0.946116	8.57895	0.24812	0.526316	0.718045	1.87719	0.109649
bin00.contig0401	207	4.84211	0	0	4.84211	0.135338	0	0	0	0
bin00.contig0402	207	65.6491	15.3509	443.696	10.9474	244.836	21.2632	597.947	18.0877	361.831
bin00.contig0403	206	501.714	134.982	153.472	12.8929	1.00649	290.804	657.47	63.0357	6.54416
bin00.contig0404	205	4961.13	1149.8	3445.5	1690.35	9954.19	619.418	1236.73	1501.56	6845.77
bin00.contig0405	204	5447.85	1275.93	6347.99	1765.48	15537.6	726.5	1435.76	1679.94	10191.7
bin00.contig0406	202	4472.15	1064.04	3377.33	1443.12	8592.14	584.462	1173.74	1380.54	7402.76
